Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
236,Nene Hilario\hilarne01,C,34,Houston Rockets,64,1144,18.7,.629,.024,.504,8.7,17.1,12.9,8.4,2.3,2.8,13.4,19.6,,2.4,1.6,3.9,.166,,-0.4,1.1,0.7,0.8
237,George Hill\hillge01,PG,30,Utah Jazz,47,1504,18.6,.591,.380,.322,1.7,10.6,6.3,22.1,1.6,0.6,11.2,23.6,,3.5,1.9,5.4,.171,,3.3,-0.2,3.1,1.9
238,Jordan Hill\hilljo01,C,29,Minnesotta Timberwolves,6,41,5.6,.421,.000,.182,19.6,17.4,18.5,0.0,1.2,0.0,20.2,16.1,,0.0,0.0,0.0,-0.012,,-6.6,-6.1,-12.7,-0.1
239,Solomon Hill\hillso01,SF,25,New Orleans Pelicans,75,2208,8.1,.533,.573,.268,2.2,11.4,6.8,8.5,1.4,1.1,13.8,11.4,,0.5,2.2,2.7,.059,,-1.8,1.5,-0.3,0.9
240,Darrun Hilliard\hillida01,SG,23,Detroit Pistons,35,322,4.1,.410,.365,.231,0.7,9.5,4.9,12.1,1.3,0.3,14.9,18.5,,-0.6,0.3,-0.3,-0.051,,-5.9,-1.3,-7.2,-0.4
241,Jrue Holiday\holidjr01,PG,26,New Orleans Pelicans,62,2049,17.2,.534,.313,.194,2.2,10.3,6.3,35.4,2.3,1.6,16.6,23.6,,1.2,2.6,3.8,.089,,1.2,0.7,1.9,2.0
242,Justin Holiday\holidju01,SG,27,New York Knicks,77,1497,12.0,.544,.510,.151,1.7,13.0,7.3,8.9,2.0,1.6,10.8,16.7,,0.9,1.1,2.0,.065,,-0.7,-0.7,-1.4,0.2
243,Rondae Hollis-Jefferson\holliro01,SF,22,Brooklyn Nets,73,1618,13.5,.516,.127,.467,5.9,21.0,13.6,13.4,2.1,1.9,15.3,18.7,,0.3,2.0,2.3,.068,,-2.9,1.8,-1.1,0.4
244,Richaun Holmes\holmeri01,C,23,Philadelphia 76ers,52,1034,18.7,.613,.172,.263,8.9,19.9,14.4,8.3,1.7,3.8,10.6,18.5,,1.9,1.4,3.4,.156,,0.2,1.7,1.8,1.0
245,Rodney Hood\hoodro01,SG,24,Utah Jazz,56,1527,12.7,.530,.460,.171,1.1,12.9,7.1,10.1,1.3,0.5,8.3,22.7,,0.9,1.9,2.7,.086,,-0.1,-0.9,-1.0,0.4
246,Al Horford\horfoal01,C,30,Boston Celtics,63,2051,17.9,.555,.307,.166,5.0,18.5,11.8,24.7,1.2,3.4,12.1,19.7,,3.5,2.5,6.0,.140,,1.2,2.2,3.3,2.8
247,Danuel House\houseda01,SG,23,Washington Wizards,1,1,12.2,,,,0.0,100.0,56.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.162,,-16.5,-4.4,-20.8,0.0
248,Dwight Howard\howardw01,C,31,Atlanta Hawks,71,2129,20.8,.622,.003,.690,15.2,31.8,23.6,7.7,1.5,3.6,17.5,19.0,,3.6,4.3,8.0,.180,,-0.5,2.9,2.3,2.3
249,Marcelo Huertas\huertma01,PG,33,Los Angeles Lakers,23,237,9.1,.417,.279,.250,0.9,10.5,5.5,30.9,2.1,0.7,20.1,17.0,,-0.2,0.1,-0.1,-0.028,,-4.6,-2.6,-7.1,-0.3
250,Josh Huestis\huestjo01,PF,25,Oklahoma City Thunder,1,7,61.7,.875,.500,.000,31.8,31.7,31.7,36.6,0.0,11.4,0.0,24.3,,0.1,0.0,0.1,.650,,25.1,6.1,31.2,0.1
251,Kris Humphries\humphkr01,PF,31,Atlanta Hawks,53,625,13.5,.524,.241,.398,9.4,23.1,16.3,6.1,0.9,2.6,10.4,17.5,,0.6,0.9,1.5,.116,,-3.1,0.0,-3.1,-0.2
252,R.J. Hunter\hunterj01,SG,23,Chicago Bulls,3,9,-3.2,.000,1.000,.000,0.0,12.2,6.0,0.0,0.0,0.0,0.0,4.9,,0.0,0.0,0.0,-0.094,,-9.4,-2.3,-11.7,0.0
253,Serge Ibaka\ibakase01,PF,27,TOT,75,2302,17.0,.571,.315,.126,5.9,18.7,12.1,5.4,0.9,4.3,9.1,21.0,,2.7,2.5,5.2,.109,,-0.2,0.3,0.1,1.2
254,Serge Ibaka\ibakase01,PF,27,Orlando Magic,56,1710,17.5,.569,.304,.129,6.2,18.5,12.2,5.8,1.0,4.3,8.2,20.8,,2.1,1.8,4.0,.111,,-0.1,0.5,0.4,1.1
255,Serge Ibaka\ibakase01,PF,27,Toronto Raptors,19,592,15.5,.577,.345,.118,5.0,19.1,12.0,4.1,0.6,4.4,12.0,21.4,,0.6,0.7,1.3,.104,,-0.7,-0.2,-0.9,0.2
256,Andre Iguodala\iguodan01,SF,33,Golden State Warriors,73,1930,14.2,.619,.432,.247,3.0,13.0,8.3,16.7,1.9,1.5,11.1,11.0,,3.9,2.8,6.7,.166,,1.3,1.8,3.0,2.5
257,Ersan Ilyasova\ilyaser01,PF,29,TOT,77,2035,14.7,.551,.454,.234,5.7,18.6,12.2,10.8,1.3,0.9,10.5,22.1,,1.8,2.2,4.0,.094,,0.3,-0.7,-0.4,0.8
258,Ersan Ilyasova\ilyaser01,PF,29,Oklahoma City Thunder,3,62,6.8,.469,.750,.000,3.6,25.0,14.3,2.2,2.4,1.3,20.0,13.7,,-0.1,0.1,0.0,.011,,-5.8,-0.5,-6.3,-0.1
259,Ersan Ilyasova\ilyaser01,PF,29,Philadelphia 76ers,53,1447,15.4,.553,.460,.219,5.4,18.4,11.9,11.5,1.1,0.8,9.9,23.6,,1.4,1.3,2.7,.089,,0.9,-1.2,-0.3,0.6
260,Ersan Ilyasova\ilyaser01,PF,29,Atlanta Hawks,21,526,13.7,.551,.406,.309,6.6,18.3,12.5,9.8,1.8,1.1,12.0,18.7,,0.5,0.8,1.3,.117,,-0.6,0.6,0.0,0.3
261,Joe Ingles\inglejo01,SF,29,Utah Jazz,77,1814,12.9,.611,.621,.158,1.3,13.5,7.6,17.0,2.6,0.3,17.1,13.9,,2.2,2.9,5.0,.133,,1.1,1.8,2.9,2.2
262,Brandon Ingram\ingrabr01,SF,19,Los Angeles Lakers,74,2157,8.2,.478,.291,.315,2.5,13.1,7.6,10.0,0.9,1.3,13.1,16.2,,-0.8,0.4,-0.4,-0.010,,-3.2,-1.0,-4.1,-1.2
263,Kyrie Irving\irvinky01,PG,24,Cleveland Cavaliers,68,2384,22.7,.577,.310,.234,2.4,7.6,5.1,29.2,1.7,0.8,10.6,30.9,,6.7,1.4,8.1,.163,,4.5,-2.2,2.4,2.6
264,Jarrett Jack\jackja01,PG,33,New Orleans Pelicans,2,33,8.2,.773,.333,.667,0.0,0.0,0.0,20.5,3.0,0.0,43.6,9.2,,0.0,0.0,0.0,.063,,-5.3,-4.0,-9.3,-0.1
265,Demetrius Jackson\jacksde01,PG,22,Boston Celtics,5,17,30.9,.753,.250,1.500,13.3,13.0,13.2,28.3,0.0,0.0,0.0,17.4,,0.1,0.0,0.1,.388,,9.3,-2.8,6.5,0.0
266,Pierre Jackson\jackspi01,PG,25,Dallas Mavericks,8,84,13.1,.416,.282,.179,1.3,11.7,6.3,38.0,1.2,0.0,6.7,25.4,,0.0,0.1,0.0,.023,,-1.6,-2.7,-4.3,0.0
267,Reggie Jackson\jacksre01,PG,26,Detroit Pistons,52,1424,14.9,.510,.272,.201,1.6,7.3,4.3,30.5,1.2,0.3,13.4,26.5,,0.7,1.2,1.9,.065,,0.6,-2.2,-1.6,0.2
268,LeBron James\jamesle01,SF,32,Cleveland Cavaliers,70,2631,26.9,.617,.259,.395,3.9,20.6,12.5,41.4,1.6,1.2,16.1,30.1,,9.2,2.8,12.0,.219,,6.7,1.5,8.2,6.8
269,Al Jefferson\jeffeal01,C,32,Indiana Pacers,66,931,18.9,.526,.002,.180,9.1,24.1,16.7,11.1,1.0,1.5,6.1,26.1,,1.2,1.0,2.2,.116,,-1.6,-1.6,-3.1,-0.3
270,Richard Jefferson\jefferi01,SF,36,Cleveland Cavaliers,73,1508,8.3,.575,.540,.304,2.0,11.4,6.8,6.7,0.7,0.5,11.5,12.3,,1.3,0.7,2.0,.063,,-1.3,-1.2,-2.4,-0.2
271,John Jenkins\jenkijo01,SG,25,Phoenix Suns,4,13,17.4,.595,.400,.400,0.0,8.6,4.2,11.5,0.0,0.0,0.0,19.0,,0.0,0.0,0.0,.167,,1.4,-5.5,-4.1,0.0
272,Brandon Jennings\jennibr01,PG,27,TOT,76,1697,12.4,.491,.474,.296,1.8,10.1,5.9,30.7,1.9,0.2,17.9,17.8,,0.9,0.9,1.8,.051,,-0.6,-2.2,-2.8,-0.3
273,Brandon Jennings\jennibr01,PG,27,New York Knicks,58,1428,12.6,.508,.466,.315,1.6,9.8,5.7,28.6,1.9,0.3,18.0,18.1,,0.8,0.7,1.5,.050,,-0.4,-2.1,-2.5,-0.2
274,Brandon Jennings\jennibr01,PG,27,Washington Wizards,18,269,11.5,.395,.519,.195,2.9,11.7,7.3,41.6,1.6,0.0,17.7,16.5,,0.1,0.2,0.3,.053,,-1.7,-2.6,-4.3,-0.2
275,Jonas Jerebko\jerebjo01,PF,29,Boston Celtics,73,1178,9.1,.539,.490,.124,5.3,18.8,12.1,7.3,1.1,1.2,12.6,11.3,,0.7,1.3,1.9,.079,,-2.5,0.4,-2.1,0.0
276,Amir Johnson\johnsam01,PF,29,Boston Celtics,76,1537,14.9,.625,.176,.270,8.3,16.9,12.7,12.8,1.6,3.3,16.0,13.6,,2.7,2.0,4.7,.147,,-0.3,2.5,2.2,1.6
277,Brice Johnson\johnsbr02,PF,22,Los Angeles Clippers,2,7,14.3,.250,.000,.000,16.4,31.1,23.9,21.2,7.1,11.6,20.0,31.9,,-0.1,0.0,0.0,-0.159,,-11.3,12.2,1.0,0.0
278,James Johnson\johnsja01,PF,29,Miami Heat,71,1905,16.8,.562,.330,.287,3.5,16.3,9.8,20.5,1.9,3.4,16.6,21.9,,1.6,2.9,4.5,.114,,0.4,2.3,2.7,2.3
279,Joe Johnson\johnsjo02,SF,35,Utah Jazz,73,1717,12.1,.530,.405,.124,2.3,13.0,7.8,12.5,1.0,0.8,9.6,18.2,,1.3,2.0,3.3,.091,,-0.6,0.0,-0.6,0.6
280,Stanley Johnson\johnsst04,SF,20,Detroit Pistons,72,1240,7.5,.441,.416,.155,3.0,13.0,7.8,10.3,2.2,1.5,15.6,14.9,,-1.3,1.7,0.4,.016,,-3.8,1.8,-2.0,0.0
281,Tyler Johnson\johnsty01,PG,24,Miami Heat,68,2034,16.0,.532,.296,.298,2.6,12.4,7.4,16.8,2.0,1.6,8.6,21.0,,2.8,2.6,5.4,.127,,0.7,0.8,1.5,1.8
282,Wesley Johnson\johnswe01,SF,29,Los Angeles Clippers,65,776,8.7,.456,.583,.089,3.7,21.0,12.6,3.9,1.9,2.9,7.9,12.5,,-0.2,1.1,0.9,.054,,-3.2,1.5,-1.7,0.1
283,Nikola Jokic\jokicni01,C,21,Denver Nuggets,67,1850,26.4,.642,.158,.262,11.9,26.7,19.3,28.8,1.4,2.0,15.1,23.3,,7.2,1.5,8.7,.227,,6.3,1.9,8.2,4.8
284,Damian Jones\jonesda03,C,21,Golden State Warriors,9,66,4.8,.454,.000,.615,16.0,11.0,13.3,0.0,0.7,2.4,23.2,14.1,,-0.1,0.1,0.0,.013,,-6.6,-3.0,-9.6,-0.1
285,Derrick Jones\jonesde02,SF,19,Phoenix Suns,28,442,10.7,.612,.056,.292,6.7,8.9,7.8,2.6,1.0,2.2,9.1,10.5,,0.7,0.1,0.8,.088,,-1.3,-0.4,-1.7,0.0
286,James Jones\jonesja02,SF,36,Cleveland Cavaliers,45,339,12.5,.734,.720,.227,0.7,9.1,5.0,5.0,1.0,2.1,9.8,12.0,,0.7,0.2,0.9,.129,,0.9,-1.4,-0.4,0.1
287,Terrence Jones\joneste01,PF,25,TOT,54,1270,16.2,.516,.153,.346,5.4,20.0,12.7,7.4,1.5,3.5,7.8,21.4,,0.4,1.9,2.4,.090,,-2.7,1.4,-1.3,0.2
288,Terrence Jones\joneste01,PF,25,New Orleans Pelicans,51,1264,16.2,.519,.154,.348,5.4,19.9,12.6,7.4,1.5,3.4,7.9,21.4,,0.5,1.9,2.4,.092,,-2.6,1.4,-1.2,0.2
289,Terrence Jones\joneste01,PF,25,Milwaukee Bucks,3,6,1.5,.000,.000,.000,0.0,57.7,29.2,0.0,8.5,14.7,0.0,22.8,,-0.1,0.0,0.0,-0.312,,-26.6,6.6,-20.1,0.0
290,Tyus Jones\jonesty01,PG,20,Minnesotta Timberwolves,53,674,13.7,.518,.424,.253,1.5,8.3,4.9,28.1,3.1,0.5,15.8,13.7,,0.8,0.5,1.4,.097,,-0.4,-1.5,-1.9,0.0
291,DeAndre Jordan\jordade01,C,28,Los Angeles Clippers,77,2441,21.5,.673,.004,.742,13.1,34.4,24.0,5.5,1.0,4.4,13.5,15.3,,6.6,4.3,10.9,.215,,0.8,2.9,3.8,3.6
292,Cory Joseph\josepco01,SG,25,Toronto Raptors,75,1887,13.2,.518,.199,.192,2.9,10.4,6.6,20.3,1.6,0.5,13.0,18.2,,1.7,1.5,3.3,.083,,-0.3,-0.6,-1.0,0.5
293,Frank Kaminsky\kaminfr01,C,23,Charlotte Hornets,70,1833,13.5,.509,.444,.195,3.4,16.0,9.7,12.7,1.3,1.7,8.1,21.8,,0.6,2.0,2.6,.067,,-0.6,-0.5,-1.1,0.4
294,Enes Kanter\kanteen01,C,24,Oklahoma City Thunder,66,1422,23.8,.604,.053,.383,13.7,21.2,17.5,8.1,1.0,2.1,12.5,26.9,,3.8,1.7,5.5,.186,,0.7,-1.7,-1.0,0.4
295,Ryan Kelly\kellyry01,PF,25,Atlanta Hawks,14,69,6.7,.388,.400,.267,0.0,18.8,9.5,10.0,2.9,2.5,15.2,12.5,,-0.1,0.1,0.0,.020,,-6.8,2.8,-4.0,0.0
296,Michael Kidd-Gilchrist\kiddgmi01,SF,23,Charlotte Hornets,76,2219,14.2,.528,.016,.312,7.2,19.4,13.3,7.4,1.7,2.8,7.4,14.4,,2.6,3.1,5.6,.122,,-2.0,2.3,0.3,1.3
297,Sean Kilpatrick\kilpase01,SG,27,Brooklyn Nets,69,1742,12.9,.542,.416,.329,1.4,15.3,8.4,14.4,1.2,0.3,13.9,23.9,,0.2,1.1,1.3,.036,,-1.3,-1.7,-3.0,-0.5
298,Brandon Knight\knighbr03,SG,25,Phoenix Suns,54,1140,12.3,.502,.265,.293,2.3,9.1,5.6,17.9,1.1,0.4,13.1,25.1,,0.1,0.2,0.3,.014,,-1.5,-3.0,-4.5,-0.7
299,Kyle Korver\korveky01,SG,35,TOT,61,1628,11.9,.630,.691,.078,0.5,10.6,5.7,9.7,1.0,1.0,11.8,15.1,,2.0,1.3,3.3,.096,,0.6,-1.0,-0.4,0.7
300,Kyle Korver\korveky01,SG,35,Atlanta Hawks,32,894,10.9,.594,.649,.110,0.1,10.8,5.5,12.7,1.2,1.2,13.5,14.5,,0.7,0.9,1.6,.088,,-0.5,-0.1,-0.6,0.3
301,Kyle Korver\korveky01,SG,35,Cleveland Cavaliers,29,734,13.1,.669,.736,.043,0.9,10.5,5.8,6.1,0.7,0.8,9.9,15.8,,1.3,0.3,1.6,.106,,2.0,-2.1,-0.1,0.3
302,Kosta Koufos\koufoko01,C,27,Sacramento Kings,71,1419,13.8,.560,.003,.158,9.7,23.1,16.4,5.3,1.3,3.1,12.7,15.3,,1.2,1.4,2.6,.089,,-2.6,0.7,-1.9,0.0
303,Minnesotta Timberwolvesdaugas Kuzminskas\kuzmimi01,SF,27,New York Knicks,63,918,12.2,.531,.467,.198,4.9,8.8,6.8,10.6,1.5,1.0,11.4,18.7,,0.7,0.4,1.1,.058,,-0.3,-2.3,-2.5,-0.1
304,Skal Labissiere\labissk01,PF,20,Sacramento Kings,28,455,16.1,.554,.029,.304,11.0,23.5,17.3,7.6,1.2,2.0,14.5,22.6,,0.3,0.4,0.7,.070,,-2.8,-1.1,-3.9,-0.2
305,Jeremy Lamb\lambje01,SG,24,Charlotte Hornets,57,1030,16.6,.547,.301,.256,2.5,23.0,12.8,11.6,1.1,1.7,6.8,23.0,,1.2,1.3,2.4,.113,,-1.0,-0.8,-1.8,0.0
306,Nicolas Laprovittola\laproni01,PG,27,San Antonio Spurs,18,174,8.4,.579,.574,.191,0.7,5.7,3.3,22.9,1.2,0.5,27.2,18.2,,0.0,0.2,0.2,.044,,-2.5,-2.4,-4.9,-0.1
307,Joffrey Lauvergne\lauvejo01,C,25,TOT,65,935,12.3,.508,.301,.225,7.9,19.8,13.8,10.4,1.2,0.5,12.8,18.2,,0.4,1.0,1.4,.072,,-2.3,-1.2,-3.5,-0.4
308,Joffrey Lauvergne\lauvejo01,C,25,Oklahoma City Thunder,50,739,12.8,.531,.320,.238,7.7,19.8,13.8,10.3,1.1,0.6,12.9,17.8,,0.6,0.8,1.4,.089,,-1.9,-1.2,-3.1,-0.2
309,Joffrey Lauvergne\lauvejo01,C,25,Chicago Bulls,15,196,10.1,.431,.236,.181,8.8,19.6,14.1,10.8,1.3,0.0,12.4,19.8,,-0.2,0.2,0.0,.007,,-3.9,-1.1,-5.0,-0.1
310,Zach LaVine\lavinza01,SG,21,Minnesotta Timberwolves,47,1749,14.6,.576,.437,.197,1.2,9.6,5.3,12.7,1.2,0.5,9.9,21.7,,2.6,0.5,3.1,.085,,2.1,-2.3,-0.2,0.8
311,Ty Lawson\lawsoty01,PG,29,Sacramento Kings,67,1673,14.7,.543,.232,.402,3.0,8.5,5.8,29.0,2.2,0.3,17.4,19.3,,1.8,0.9,2.7,.077,,-0.1,-1.6,-1.7,0.1
312,Jake Layman\laymaja01,SF,22,Portland Trailblazers,31,177,6.2,.433,.651,.270,1.3,8.2,4.7,5.6,2.0,0.9,7.8,19.0,,-0.2,0.1,-0.1,-0.022,,-3.7,-3.0,-6.7,-0.2
313,Courtney Lee\leeco01,SG,31,New York Knicks,72,2316,11.9,.559,.385,.140,2.2,9.1,5.7,10.5,1.6,0.8,8.5,14.1,,2.8,1.0,3.8,.080,,0.5,-0.6,-0.1,1.1
314,David Lee\leeda02,PF,33,San Antonio Spurs,73,1350,18.9,.629,.000,.269,11.6,22.6,17.2,12.6,1.1,2.2,15.1,16.9,,3.1,2.3,5.4,.193,,0.9,2.4,3.3,1.8
315,Alex Len\lenal01,C,23,Phoenix Suns,73,1482,14.9,.556,.028,.452,10.4,25.3,17.7,4.1,1.1,5.1,15.9,17.5,,1.1,1.6,2.8,.090,,-3.2,1.2,-2.0,0.0
316,Kawhi Leonard\leonaka01,SF,25,San Antonio Spurs,69,2335,27.6,.610,.294,.418,3.9,15.5,9.9,18.8,2.7,1.8,9.0,31.1,,8.5,4.4,12.9,.266,,6.4,1.5,7.9,5.8
317,Meyers Leonard\leoname01,PF,24,Portland Trailblazers,68,1071,9.1,.508,.562,.118,2.6,19.0,10.8,8.9,0.5,2.0,8.7,16.0,,0.4,0.7,1.1,.051,,-2.1,-1.3,-3.4,-0.4
318,Jon Leuer\leuerjo01,PF,27,Detroit Pistons,71,1885,14.4,.556,.260,.171,5.5,17.6,11.3,8.8,0.8,1.2,8.7,17.4,,2.6,2.0,4.5,.116,,-0.2,0.5,0.3,1.1
319,Caris LeVert\leverca01,SF,22,Brooklyn Nets,52,1113,11.8,.550,.486,.254,2.3,13.5,8.0,13.3,2.0,0.4,12.5,16.0,,0.7,0.9,1.6,.068,,-0.8,-0.2,-1.0,0.3
320,DeAndre Liggins\liggide01,SG,28,Cleveland Cavaliers,58,742,7.5,.476,.338,.278,2.6,11.9,7.4,9.6,3.0,1.5,21.1,11.4,,-0.4,0.9,0.5,.030,,-3.8,2.0,-1.9,0.0
321,Damian Lillard\lillada01,PG,26,Portland Trailblazers,71,2542,23.9,.589,.386,.365,2.0,13.1,7.6,28.7,1.2,0.6,10.7,31.3,,8.3,1.3,9.6,.182,,6.2,-2.2,4.0,3.8
322,Jeremy Lin\linje01,PG,28,Brooklyn Nets,32,766,18.0,.551,.392,.326,1.0,13.7,7.4,36.1,2.1,1.3,16.1,26.4,,0.8,0.7,1.5,.094,,1.7,-0.7,0.9,0.6
323,Shaun Livingston\livinsh01,PG,31,Golden State Warriors,71,1240,9.9,.566,.007,.190,2.5,9.5,6.2,13.0,1.4,1.2,15.4,13.1,,0.9,1.4,2.3,.090,,-2.6,0.4,-2.2,-0.1
324,Shawn Long\longsh01,PF,24,Philadelphia 76ers,14,181,25.4,.669,.178,.425,14.6,20.6,17.6,10.5,2.2,3.9,11.3,23.4,,0.6,0.3,0.9,.229,,3.8,1.2,4.9,0.3
325,Kevon Looney\looneke01,C,20,Golden State Warriors,52,443,13.4,.554,.086,.324,11.1,18.5,15.0,8.5,1.5,3.0,11.8,13.2,,0.7,0.8,1.4,.155,,-1.4,1.7,0.3,0.3
326,Brook Lopez\lopezbr01,C,28,Brooklyn Nets,71,2102,20.8,.579,.329,.312,5.8,13.4,9.6,15.2,0.9,4.3,12.1,29.5,,3.1,1.8,4.8,.110,,2.1,-0.2,1.9,2.1
327,Robin Lopez\lopezro01,C,28,Chicago Bulls,76,2127,14.5,.509,.003,.129,11.7,13.1,12.4,5.7,0.4,4.1,9.5,17.3,,1.8,2.0,3.8,.086,,-1.8,0.9,-0.9,0.6
328,Kevin Love\loveke01,PF,28,Cleveland Cavaliers,55,1711,21.6,.579,.451,.348,8.9,29.0,19.3,9.8,1.5,0.9,11.2,26.5,,3.8,2.2,6.0,.167,,1.9,-0.9,1.0,1.3
329,Kyle Lowry\lowryky01,PG,30,Toronto Raptors,56,2111,23.0,.624,.510,.395,2.5,11.7,7.1,29.4,1.9,0.7,13.4,24.9,,7.6,2.0,9.6,.219,,7.3,-0.7,6.6,4.6
330,John Lucas III\lucasjo02,PG,34,Minnesotta Timberwolves,5,11,9.2,.250,.250,.000,0.0,0.0,0.0,12.6,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.029,,-6.1,0.5,-5.5,0.0
331,Timothe Luwawu-Cabarrot\luwawti01,SF,21,Philadelphia 76ers,64,1024,7.1,.522,.433,.342,2.5,11.7,7.1,9.0,1.0,0.8,16.1,17.3,,-0.4,0.7,0.4,.017,,-3.6,-1.2,-4.8,-0.7
332,Trey Lyles\lylestr01,PF,21,Utah Jazz,68,1141,10.0,.466,.467,.173,4.8,18.1,11.6,9.8,1.2,1.4,11.9,21.6,,-0.8,1.7,0.8,.034,,-2.9,0.0,-2.9,-0.3
333,Shelvin Mack\macksh01,PG,26,Utah Jazz,50,1066,10.8,.519,.315,.196,1.8,10.1,6.1,20.3,1.9,0.2,18.3,19.6,,-0.2,1.4,1.2,.053,,-1.9,0.0,-1.9,0.0
334,Ian Mahinmi\mahinia01,C,30,Washington Wizards,27,473,14.0,.597,.000,.691,9.8,19.5,14.6,4.6,3.0,3.2,19.2,14.4,,0.4,0.8,1.2,.119,,-2.1,2.6,0.5,0.3
335,Thon Maker\makerth01,PF,19,Milwaukee Bucks,52,466,14.7,.576,.439,.255,7.4,13.9,10.7,5.9,1.0,4.0,6.4,18.2,,0.8,0.4,1.2,.123,,0.2,-1.4,-1.2,0.1
336,Boban Marjanovic\marjabo01,C,28,Detroit Pistons,31,202,28.6,.594,.000,.511,16.2,32.5,24.1,5.8,0.8,3.7,6.1,25.2,,0.8,0.3,1.1,.269,,0.4,-0.9,-0.5,0.1
337,Jarell Martin\martija01,PF,22,Memphis Grizzlies,40,538,7.8,.472,.175,.336,7.6,25.6,16.3,2.0,1.4,1.4,14.1,16.1,,-0.3,0.8,0.5,.046,,-6.2,-0.8,-7.0,-0.7
338,Wesley Matthews\matthwe02,SG,30,Dallas Mavericks,70,2423,12.0,.533,.567,.217,0.8,11.8,6.0,13.2,1.7,0.6,9.9,19.5,,1.0,2.1,3.1,.062,,0.3,0.1,0.3,1.4
339,Luc Mbah a Moute\mbahalu01,PF,30,Los Angeles Clippers,76,1659,10.1,.580,.292,.225,3.1,8.0,5.6,2.9,2.3,1.7,10.6,11.5,,1.1,1.7,2.8,.081,,-1.0,1.5,0.5,1.1
340,James Michael McAdoo\mcadoja01,PF,24,Golden State Warriors,47,390,12.8,.564,.032,.379,8.1,12.7,10.6,5.4,1.6,5.3,14.0,14.3,,0.3,0.7,0.9,.114,,-2.9,2.4,-0.6,0.1
341,Patrick McCaw\mccawpa01,SG,21,Golden State Warriors,66,963,8.5,.540,.514,.154,2.4,7.6,5.2,9.1,1.3,1.2,11.9,11.6,,0.5,1.0,1.6,.078,,-1.6,-0.2,-1.8,0.0
342,Sheldon McClellan\mcclesh01,SG,24,Washington Wizards,29,252,9.6,.492,.406,.328,1.8,11.6,6.7,7.8,1.6,0.7,3.9,13.2,,0.2,0.2,0.4,.074,,-2.3,-1.0,-3.3,-0.1
343,C.J. McCollum\mccolcj01,SG,25,Portland Trailblazers,76,2656,20.3,.593,.312,.207,2.3,9.2,5.7,17.9,1.3,1.2,10.0,27.4,,6.3,1.3,7.6,.137,,3.5,-2.3,1.2,2.1
344,T.J. McConnell\mccontj01,PG,24,Philadelphia 76ers,76,1976,13.7,.506,.105,.169,2.0,10.9,6.5,37.3,3.0,0.4,22.2,14.1,,1.4,2.2,3.7,.089,,-2.0,0.1,-1.9,0.1
345,Chris McCullough\mcculch01,PF,21,TOT,15,74,16.7,.542,.194,.161,13.1,11.3,12.2,4.8,0.6,2.0,5.7,20.4,,0.1,0.0,0.2,.100,,-0.9,-3.0,-3.9,0.0
346,Chris McCullough\mcculch01,PF,21,Brooklyn Nets,14,72,16.8,.541,.194,.097,13.4,11.6,12.5,4.9,0.7,2.1,5.8,20.4,,0.1,0.0,0.1,.099,,-0.8,-2.9,-3.7,0.0
347,Chris McCullough\mcculch01,PF,21,Washington Wizards,1,2,12.3,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,,0.0,0.0,0.0,.116,,-3.6,-6.1,-9.7,0.0
348,K.J. McDaniels\mcdankj01,SF,23,TOT,45,427,11.5,.562,.381,.201,3.5,13.3,8.4,4.0,2.0,2.4,13.2,17.4,,0.1,0.5,0.6,.063,,-3.1,-0.6,-3.6,-0.2
349,K.J. McDaniels\mcdankj01,SF,23,Houston Rockets,29,212,10.3,.552,.397,.147,3.1,12.4,7.8,2.7,1.6,3.1,12.1,16.5,,0.0,0.2,0.3,.061,,-3.7,-0.9,-4.5,-0.1
350,K.J. McDaniels\mcdankj01,SF,23,Brooklyn Nets,16,215,12.8,.570,.366,.254,4.0,14.1,9.1,5.2,2.4,1.8,14.1,18.3,,0.1,0.2,0.3,.065,,-2.5,-0.3,-2.8,0.0
351,Doug McDermott\mcderdo01,SF,25,TOT,63,1413,10.9,.555,.407,.163,1.4,11.5,6.4,6.1,0.5,0.2,6.8,16.7,,1.5,0.8,2.3,.079,,-1.2,-2.4,-3.6,-0.6
352,Doug McDermott\mcderdo01,SF,25,Chicago Bulls,44,1078,11.3,.555,.399,.180,1.4,11.8,6.5,6.5,0.5,0.3,7.4,17.6,,1.1,0.6,1.8,.078,,-0.9,-2.2,-3.1,-0.3
353,Doug McDermott\mcderdo01,SF,25,Oklahoma City Thunder,19,335,9.3,.556,.434,.101,1.3,10.6,6.0,4.8,0.3,0.0,4.6,13.8,,0.4,0.2,0.6,.081,,-2.1,-3.1,-5.2,-0.3
354,JaVale McGee\mcgeeja01,C,29,Golden State Warriors,72,667,24.4,.628,.014,.340,15.8,20.3,18.2,3.9,1.2,7.3,10.0,24.0,,1.6,1.3,3.0,.213,,-0.3,0.6,0.3,0.4
